test_image,train_image,hamming,test_label,train_label,same_label,test_user,train_user,mad
data/processed/test/one/01c05ae4-812c-4336-8c58-08f8fce0286c.jpg,data/processed/train/one/59ceb5e8-f8ce-46d7-923a-f49fc269ab38.jpg,0,one,one,True,aaa69efe7973,09b13d001b8e,29.46875
data/processed/test/one/0da016ee-0187-4a55-bd53-f7b4ac1b8808.jpg,data/processed/train/stop_inverted/a96a9c90-1d58-4dcb-9a18-379e98920022.jpg,0,one,stop_inverted,False,3e5ab5ecdfb9,8bf991664ed2,22.7197265625
data/processed/test/one/175fb186-376e-4615-a665-6533dc3d3c0a.jpg,data/processed/train/one/f427de0f-a499-423c-900b-3f19f86c587c.jpg,0,one,one,True,d881aed9bf18,90d7ba687cac,44.87109375
data/processed/test/one/24bea0a8-d2d9-4ab4-85c9-24b52e8dc80b.jpg,data/processed/train/one/86d9a5bd-3956-4b67-8769-3a920fe5801c.jpg,0,one,one,True,ed8abb3a59c0,38580d6359a0,40.857421875
data/processed/test/one/24bea0a8-d2d9-4ab4-85c9-24b52e8dc80b.jpg,data/processed/train/two_up/cda04b2d-ae3d-4714-be79-3bbce1ed8553.jpg,0,one,two_up,False,ed8abb3a59c0,5b0b7fdcb8c0,30.11328125
data/processed/test/one/496bf3e4-d84f-4ae1-acf8-2230d6eb77cd.jpg,data/processed/train/two_up/a8e7bb64-7031-4161-8845-72cdc3d29793.jpg,0,one,two_up,False,6e46d173821e,f50a4236ca1c,30.4326171875
data/processed/test/one/60ef56f5-e862-4ef3-b9b5-d2ab177e4a13.jpg,data/processed/train/two_up/01cd872d-e927-4a06-a377-9be334326268.jpg,0,one,two_up,False,5e1515c3e08c,3b3b84c9cd56,26.9775390625
data/processed/test/one/62dd33d7-bda6-47c9-8b07-09447e55df33.jpg,data/processed/train/one/15a81f8a-24e7-4c7b-9a1f-467f875d9014.jpg,0,one,one,True,c5304fe2a040,ea8c6cd73daa,60.279296875
data/processed/test/one/62dd33d7-bda6-47c9-8b07-09447e55df33.jpg,data/processed/train/two_up/4bcd9c9d-2c50-4813-ad2e-0a847f27c6a8.jpg,0,one,two_up,False,c5304fe2a040,cb5eb456f68a,54.87109375
data/processed/test/one/a920cbb7-940c-4538-9a4a-e0d25c65f425.jpg,data/processed/train/one/ec31a3c9-318f-4512-9edf-5a59887762c8.jpg,0,one,one,True,4874520cb15f,92b84f9d45a7,53.4052734375
data/processed/test/one/a920cbb7-940c-4538-9a4a-e0d25c65f425.jpg,data/processed/train/one/f4cfe0c1-d075-43a0-9baa-6c26c1d22b69.jpg,0,one,one,True,4874520cb15f,bb138d5db200,36.4384765625
data/processed/test/one/b0f03e72-6d9b-4b43-9c46-606975ffdb84.jpg,data/processed/train/one/15a81f8a-24e7-4c7b-9a1f-467f875d9014.jpg,0,one,one,True,e7550bb13d18,ea8c6cd73daa,31.662109375
data/processed/test/one/b0f03e72-6d9b-4b43-9c46-606975ffdb84.jpg,data/processed/train/two_up/4bcd9c9d-2c50-4813-ad2e-0a847f27c6a8.jpg,0,one,two_up,False,e7550bb13d18,cb5eb456f68a,27.298828125
data/processed/test/one/dacad2d1-a0e5-4a27-afd8-cf488d0ea1a4.jpg,data/processed/train/one/9e3c7b4d-9330-463a-9e8a-6163bb54daa5.jpg,0,one,one,True,c5304fe2a040,c882a46e4dac,40.880859375
data/processed/test/one/dacad2d1-a0e5-4a27-afd8-cf488d0ea1a4.jpg,data/processed/train/two_up/0713bf63-7263-4473-82c0-5706cdce7ff5.jpg,0,one,two_up,False,c5304fe2a040,b6f43f8503d7,36.7099609375
data/processed/test/one/dacad2d1-a0e5-4a27-afd8-cf488d0ea1a4.jpg,data/processed/train/two_up/37ff9103-c436-4503-b59e-7c71a478570e.jpg,0,one,two_up,False,c5304fe2a040,9fa70c5de999,33.5654296875
data/processed/test/one/dacad2d1-a0e5-4a27-afd8-cf488d0ea1a4.jpg,data/processed/train/two_up/efe2c067-1872-4791-8123-9c0b9b42f709.jpg,0,one,two_up,False,c5304fe2a040,b2591df58353,20.951171875
data/processed/test/one/ea8feb6a-a949-42dd-91f4-9b606d352253.jpg,data/processed/train/stop_inverted/825d3b59-5d99-4b01-8b55-f33ccc8db296.jpg,0,one,stop_inverted,False,c2e3b3693f45,9383bedf9ba8,74.3818359375
data/processed/test/one/f0df9427-4ce5-4fa0-85be-4fea00e5777f.jpg,data/processed/train/one/a774240f-3671-43fe-be49-22202135ee09.jpg,0,one,one,True,34791055fddd,2f7a11777bee,36.0966796875
data/processed/test/one/f0df9427-4ce5-4fa0-85be-4fea00e5777f.jpg,data/processed/train/one/278e950c-3162-46cd-ac70-a168bca44f8d.jpg,0,one,one,True,34791055fddd,7a8ea24d6ee2,29.6123046875
data/processed/test/one/f19bd102-3fb2-46f1-98d1-dc1b995987b9.jpg,data/processed/train/one/8c0c6003-0e2a-430c-9610-2d5bf2df818c.jpg,0,one,one,True,b86e8df8edf4,25778395f801,113.7001953125
data/processed/test/one/f19bd102-3fb2-46f1-98d1-dc1b995987b9.jpg,data/processed/train/one/a88917d8-11ca-4769-bdb9-9cac33fb86b8.jpg,0,one,one,True,b86e8df8edf4,81af034c95d4,163.5859375
data/processed/test/one/f19bd102-3fb2-46f1-98d1-dc1b995987b9.jpg,data/processed/train/two_up/fdbec5a0-4fbf-40a5-bebb-b5d18b0b31c0.jpg,0,one,two_up,False,b86e8df8edf4,dc92911f491d,119.3896484375
data/processed/test/one/f2d47e3e-51b2-4dd6-8680-422e1c0512db.jpg,data/processed/train/one/ee3c439b-adf8-4da6-ac95-95f82ea8584c.jpg,0,one,one,True,5c8ba5ede24b,d2e0c8c9e44d,30.03125
data/processed/test/palm/15d4a7aa-ab3d-4aae-9a5d-df2ed95d5647.jpg,data/processed/train/palm/ed41a974-999a-4c70-a981-0ac67e901776.jpg,0,palm,palm,True,37de09ccbe46,156034c7095e,3.2861328125
data/processed/test/palm/1bab9505-4c62-4ad9-85a5-9a480836a043.jpg,data/processed/train/ok/57543fb5-6cbb-4f50-afff-2d4910f164f0.jpg,0,palm,ok,False,454a5292c60f,f6dc7440a238,30.79296875
data/processed/test/palm/1bab9505-4c62-4ad9-85a5-9a480836a043.jpg,data/processed/train/peace/9c5d92b4-2d05-46ef-b68e-f000ac72050f.jpg,0,palm,peace,False,454a5292c60f,6a6b0c610ba4,40.0517578125
data/processed/test/palm/23835123-fcc0-44a5-a66d-29fd0b26f985.jpg,data/processed/train/palm/8a7afe18-bdec-4672-9427-de6a8049b887.jpg,0,palm,palm,True,3963fc730529,913e5bb17390,18.076171875
data/processed/test/peace/03401c79-709e-4239-8a2c-602d06b24eae.jpg,data/processed/train/peace/739ddbef-beb9-4abb-893b-30725593fa97.jpg,0,peace,peace,True,b9bb5d7e9efc,1ca216ff93a9,2.3662109375
data/processed/test/peace/0a233b06-081d-482a-b2e4-fbbbf1ed7cf6.jpg,data/processed/train/peace/7fd1dd2a-da2f-4d88-9ea2-f6351a6aea40.jpg,0,peace,peace,True,7e43a732b65b,92b84f9d45a7,39.2900390625
data/processed/test/peace/110cc599-95aa-40ee-a3ef-3de0e62bcb2d.jpg,data/processed/train/ok/abba750b-7ffe-477e-a1b0-d4067dd00862.jpg,0,peace,ok,False,454a5292c60f,34d513c09715,54.7265625
data/processed/test/peace/536d02e9-f086-4f8b-9c72-575ab830ff40.jpg,data/processed/train/three/81327de7-c8cf-49d5-bd66-e191b6d587c0.jpg,0,peace,three,False,2004c654db0e,d527f889b8a0,52.1708984375
data/processed/test/peace/9bae5df4-45c8-4c79-a58a-99dc8cb46962.jpg,data/processed/train/peace/95b4e99d-7461-426d-9439-f1383e55075c.jpg,0,peace,peace,True,d50f05d9d6ca,16898f433c76,42.5244140625
data/processed/test/peace/ef7ef956-275e-4d09-a569-1cdc5ca88ff4.jpg,data/processed/train/stop_inverted/cd98c7f7-50e8-48c2-b57c-9a3ac86b5d46.jpg,0,peace,stop_inverted,False,cd3956945b1e,58652e4ae0f0,22.228515625
data/processed/test/peace_inverted/07a99410-35da-43fd-b09e-62997957d1a5.jpg,data/processed/train/peace_inverted/3e553f2d-423f-4798-afdd-98ed652e6c0d.jpg,0,peace_inverted,peace_inverted,True,db53f5178a94,e059b255ec50,6.8271484375
data/processed/test/peace_inverted/7bc93e53-93d6-4bed-9e01-8ebd99389f9e.jpg,data/processed/train/stop_inverted/0eb223ea-085b-497f-9045-4741ee45c317.jpg,0,peace_inverted,stop_inverted,False,63fca48f620c,e711d3bf230e,38.94921875
data/processed/test/peace_inverted/7bc93e53-93d6-4bed-9e01-8ebd99389f9e.jpg,data/processed/train/stop_inverted/934eb1ed-d021-4093-9477-85aa35c07292.jpg,0,peace_inverted,stop_inverted,False,63fca48f620c,0d6ddd70b284,51.7080078125
data/processed/test/peace_inverted/7bc93e53-93d6-4bed-9e01-8ebd99389f9e.jpg,data/processed/train/stop_inverted/a9500ab1-c891-4bec-89a9-a2c7202a8762.jpg,0,peace_inverted,stop_inverted,False,63fca48f620c,7be7fb912bb3,23.2255859375
data/processed/test/peace_inverted/ecb6f2b3-c89e-4ed8-984e-c3920d619cb8.jpg,data/processed/train/stop/51f2dbb8-f1db-44e3-9c73-82ca9cde534f.jpg,0,peace_inverted,stop,False,12fe4c1e9b54,5aff370885f4,30.3857421875
data/processed/test/peace_inverted/ecb6f2b3-c89e-4ed8-984e-c3920d619cb8.jpg,data/processed/train/stop_inverted/29fb8c43-6239-4118-8fbe-f387385e0470.jpg,0,peace_inverted,stop_inverted,False,12fe4c1e9b54,e825bfc69573,47.2197265625
data/processed/test/peace_inverted/ecb6f2b3-c89e-4ed8-984e-c3920d619cb8.jpg,data/processed/train/stop_inverted/f65b1b31-5c83-41a8-9f60-02ea06a13237.jpg,0,peace_inverted,stop_inverted,False,12fe4c1e9b54,7be7fb912bb3,34.0185546875
data/processed/test/peace_inverted/f481e8db-fd2b-4668-b057-3aae280b8b7f.jpg,data/processed/train/four/371b4db7-3a04-4339-a74b-95500bb6f735.jpg,0,peace_inverted,four,False,005979073a7b,9c6ce94b1acc,33.0185546875
data/processed/test/stop/1b68fefe-ad99-415b-8952-aab5c1bec35d.jpg,data/processed/train/stop/4d61c121-dce7-4da3-8cb2-8dc5a0d6d17c.jpg,0,stop,stop,True,bc7d7cfedd1b,09b13d001b8e,30.7939453125
data/processed/test/stop/1b68fefe-ad99-415b-8952-aab5c1bec35d.jpg,data/processed/train/stop_inverted/8c9475de-587d-4bd4-978f-dfe3082ef5ed.jpg,0,stop,stop_inverted,False,bc7d7cfedd1b,eca3dac65f4e,29.8037109375
data/processed/test/stop/201466e8-4c56-4217-ae2d-d26a3cf44f60.jpg,data/processed/train/two_up/83791c0e-91e3-4710-bd4f-bbd5342009ea.jpg,0,stop,two_up,False,5c9646a06b5b,aa0b9346b7bf,22.923828125
data/processed/test/stop/2f8b0c15-bc5e-4f50-a0dd-a0fe9f528ba8.jpg,data/processed/train/three/bcededed-110a-467a-9d7b-a79f1e55779f.jpg,0,stop,three,False,05cc0c2ed7fa,33bbd5a521a7,56.154296875
data/processed/test/stop/2f8b0c15-bc5e-4f50-a0dd-a0fe9f528ba8.jpg,data/processed/train/three/e7bc3a98-0b63-404a-9c71-17140a7aade7.jpg,0,stop,three,False,05cc0c2ed7fa,542595a63a5a,36.638671875
data/processed/test/stop/407dfcf7-9916-4856-b89c-3d1175693b35.jpg,data/processed/train/stop_inverted/2cf1b193-3f5b-4f92-9af7-45f9d13c2489.jpg,0,stop,stop_inverted,False,7b9de4d10234,7e41eec91139,44.77734375
data/processed/test/stop/69238857-4f83-477e-b64f-e6b8bf7d26fa.jpg,data/processed/train/two_up_inverted/cdc2b222-cde4-449b-8a0e-e816902c644d.jpg,0,stop,two_up_inverted,False,f6dc2f2a02c8,e2547e1cab6f,44.966796875
data/processed/test/stop/6bafb8e5-d4e2-498b-b6ea-aea7582935e5.jpg,data/processed/train/stop/4d61c121-dce7-4da3-8cb2-8dc5a0d6d17c.jpg,0,stop,stop,True,f6dc2f2a02c8,09b13d001b8e,34.6875
data/processed/test/stop/6bafb8e5-d4e2-498b-b6ea-aea7582935e5.jpg,data/processed/train/stop_inverted/8c9475de-587d-4bd4-978f-dfe3082ef5ed.jpg,0,stop,stop_inverted,False,f6dc2f2a02c8,eca3dac65f4e,24.53515625
data/processed/test/stop/8b0b3bad-a848-4ac9-be12-54df2cdefbc0.jpg,data/processed/train/stop/e77cbb75-421e-4766-9c37-a8c1f78e0425.jpg,0,stop,stop,True,66df05d49231,5b0b7fdcb8c0,96.7119140625
data/processed/test/stop/8cafc9ac-7966-42e9-98ad-4c1ab0bd0579.jpg,data/processed/train/ok/595e3d6d-3ed3-4ab5-90a7-40fcec50e112.jpg,0,stop,ok,False,0f862d46e218,202a194f5f72,26.5732421875
data/processed/test/stop/8cafc9ac-7966-42e9-98ad-4c1ab0bd0579.jpg,data/processed/train/stop/eb180139-1da1-4659-be24-f50ae2bfa449.jpg,0,stop,stop,True,0f862d46e218,863b5f5e4deb,35.029296875
data/processed/test/stop/8d1b6d89-5a32-41b0-bac1-a97795370218.jpg,data/processed/train/stop/ad60bbf5-642f-4508-bee6-a247dbe5eb80.jpg,0,stop,stop,True,95eac4b32cff,d527f889b8a0,45.1962890625
data/processed/test/stop/90272c67-b791-44bb-9e3f-54cbf975b799.jpg,data/processed/train/stop/e6d7b9db-1ea8-45ba-b883-b0a85856fea6.jpg,0,stop,stop,True,1c04264c1cb2,e1923c17e735,16.2802734375
data/processed/test/stop/96323861-412e-4cfc-8e16-f8eb12678567.jpg,data/processed/train/stop_inverted/82a57d07-e4e2-4789-82be-971b61db0378.jpg,0,stop,stop_inverted,False,94483f451b36,34d513c09715,29.1982421875
data/processed/test/stop/9a7efe59-6a01-4bf6-ad23-b8bfada9f1c9.jpg,data/processed/train/stop_inverted/7a3332c5-33e2-4777-8101-402bed9bfc5d.jpg,0,stop,stop_inverted,False,02019050e98b,609512990626,61.6796875
data/processed/test/stop/9c250fba-aebc-430b-b07a-a43dbfa4f94f.jpg,data/processed/train/stop_inverted/faa814c3-2b23-404a-bd6e-a6fc0fb895cb.jpg,0,stop,stop_inverted,False,f354463530bc,d8d72d2e93a1,38.28125
data/processed/test/stop/a0ae2115-9635-4773-94ec-5443f99b85ec.jpg,data/processed/train/stop/9fd7c4b3-44c1-4df2-9d82-03c3471870b6.jpg,0,stop,stop,True,125d8c2d4bde,a1201519eaf1,39.7578125
data/processed/test/stop/a0ae2115-9635-4773-94ec-5443f99b85ec.jpg,data/processed/train/stop_inverted/8f712346-25fa-447b-8dc2-a1c1f1d386ac.jpg,0,stop,stop_inverted,False,125d8c2d4bde,897f5be433cb,31.7734375
data/processed/test/stop/a0ae2115-9635-4773-94ec-5443f99b85ec.jpg,data/processed/train/stop_inverted/caab1adb-ae69-49df-aaed-e9e2a848f7a9.jpg,0,stop,stop_inverted,False,125d8c2d4bde,09b13d001b8e,23.9189453125
data/processed/test/stop/a0ae2115-9635-4773-94ec-5443f99b85ec.jpg,data/processed/train/stop_inverted/a3ba7297-7802-4eef-abe6-86a08b331fda.jpg,0,stop,stop_inverted,False,125d8c2d4bde,d527f889b8a0,33.49609375
data/processed/test/stop/a0e3d22c-cc7d-4676-9fa6-b126bba34519.jpg,data/processed/train/stop/604d6820-04b9-48ac-b6ff-afefeca5f2ae.jpg,0,stop,stop,True,0f2233b316e2,70e7f5ea9fd8,21.345703125
data/processed/test/stop/e28b5ab4-1216-4f19-8e21-ba1e86cc3a5f.jpg,data/processed/train/stop/b3bf6811-6094-441f-8091-3aa073dac821.jpg,0,stop,stop,True,5c9646a06b5b,5b0b7fdcb8c0,70.49609375
data/processed/test/stop/ecc693aa-1800-4457-b20a-b2e0f0469d96.jpg,data/processed/train/palm/b0428b6d-6e99-4701-be54-447f07319357.jpg,0,stop,palm,False,fd0403d5fe46,b56965798c35,58.4296875
data/processed/test/stop/f5d4acd8-cb22-4f07-9868-76437ac2cab6.jpg,data/processed/train/palm/9b9c74d0-4a2e-4e85-8db5-1c8ed41e3539.jpg,0,stop,palm,False,b86e8df8edf4,5aecbf002d76,16.8681640625
data/processed/test/stop/f9098317-927f-46c0-9e44-c39f4cf61c54.jpg,data/processed/train/four/9a3c6984-6c6b-41d7-b7ad-59e04bfc9aa3.jpg,0,stop,four,False,b977a8c6c561,a4a9ff70e15a,55.955078125
data/processed/test/stop_inverted/0318caec-407d-4bbf-9742-7110fef50777.jpg,data/processed/train/stop/33834d66-470a-4165-a985-746f6b24d4e1.jpg,0,stop_inverted,stop,False,c5304fe2a040,ea8c6cd73daa,22.8037109375
data/processed/test/stop_inverted/08655f2f-881b-4963-a78a-1af13f3ac2ec.jpg,data/processed/train/stop/4d61c121-dce7-4da3-8cb2-8dc5a0d6d17c.jpg,0,stop_inverted,stop,False,e6ccaeca459b,09b13d001b8e,30.8271484375
data/processed/test/stop_inverted/08655f2f-881b-4963-a78a-1af13f3ac2ec.jpg,data/processed/train/stop_inverted/8c9475de-587d-4bd4-978f-dfe3082ef5ed.jpg,0,stop_inverted,stop_inverted,True,e6ccaeca459b,eca3dac65f4e,84.7685546875
data/processed/test/stop_inverted/13ed736c-1f45-4bd0-ab15-da320fe59904.jpg,data/processed/train/stop/5c8d88d8-7d54-400b-9a2f-cba4438c2409.jpg,0,stop_inverted,stop,False,1c1988b393ba,913e5bb17390,48.107421875
data/processed/test/stop_inverted/13ed736c-1f45-4bd0-ab15-da320fe59904.jpg,data/processed/train/stop_inverted/9dc19f86-30cf-4938-b3cf-1db4f6787077.jpg,0,stop_inverted,stop_inverted,True,1c1988b393ba,e1923c17e735,31.0087890625
data/processed/test/stop_inverted/259111fc-cda6-4899-a289-1f26d957ccba.jpg,data/processed/train/stop/8b125647-bbf4-4dfc-88c3-8c636d86d82c.jpg,0,stop_inverted,stop,False,56c4b46d3232,cbb518e1d7b0,13.1845703125
data/processed/test/stop_inverted/2689a62d-8e32-4eee-a3a7-af4cc48bed36.jpg,data/processed/train/palm/da5a1f70-8ca4-4c71-9b02-e552064e4900.jpg,0,stop_inverted,palm,False,c87826c75d85,e825bfc69573,38.5712890625
data/processed/test/stop_inverted/27259c01-4a50-4c6b-9cc0-09ba9fc3d4ee.jpg,data/processed/train/two_up/d19dba1d-f0d9-4b8d-9d80-934c97a37995.jpg,0,stop_inverted,two_up,False,c02e3e3e9f5d,9871aeb4a542,30.0634765625
data/processed/test/stop_inverted/550d8c56-dc52-4037-8eb2-b94506fbc1fc.jpg,data/processed/train/four/1a65dd19-bab6-481b-ba93-ba266b76e588.jpg,0,stop_inverted,four,False,c216f0718b1e,b13bee0c845f,32.5556640625
data/processed/test/stop_inverted/673271e5-90f1-454a-be35-6b0ace1617fd.jpg,data/processed/train/stop_inverted/82e51065-c2f4-446d-a644-a660adafdd10.jpg,0,stop_inverted,stop_inverted,True,03e65ed3db93,7be7fb912bb3,28.6943359375
data/processed/test/stop_inverted/6d718b30-2a3f-4887-95dd-240256645d78.jpg,data/processed/train/stop/3249bdf7-563b-4795-b8af-c9331c126295.jpg,0,stop_inverted,stop,False,613109bd5627,255bbf0bc1b8,60.26171875
data/processed/test/stop_inverted/6d718b30-2a3f-4887-95dd-240256645d78.jpg,data/processed/train/stop/86cc8c27-9fbb-44b2-b27a-c6ec288d8d9e.jpg,0,stop_inverted,stop,False,613109bd5627,38580d6359a0,49.994140625
data/processed/test/stop_inverted/6d718b30-2a3f-4887-95dd-240256645d78.jpg,data/processed/train/two_up/8950ca7f-f6ad-4d91-a615-f4bffce81d5d.jpg,0,stop_inverted,two_up,False,613109bd5627,56932c99970f,15.076171875
data/processed/test/stop_inverted/738dc3de-7af5-42bd-95c0-272b443fd066.jpg,data/processed/train/stop_inverted/d96e4749-3e6b-494a-a378-c815f443e05c.jpg,0,stop_inverted,stop_inverted,True,0fbcf19adcbf,09b13d001b8e,19.3662109375
data/processed/test/stop_inverted/8db65784-c2fe-49c7-b0e0-48724d0c8580.jpg,data/processed/train/stop/e6806b5c-191e-4027-b790-070dc1eb7a90.jpg,0,stop_inverted,stop,False,613109bd5627,e1923c17e735,19.962890625
data/processed/test/stop_inverted/8db65784-c2fe-49c7-b0e0-48724d0c8580.jpg,data/processed/train/stop_inverted/a3058c76-6654-40e8-ac3a-3a75799b33b2.jpg,0,stop_inverted,stop_inverted,True,613109bd5627,15b271e8fc53,24.462890625
data/processed/test/stop_inverted/8db65784-c2fe-49c7-b0e0-48724d0c8580.jpg,data/processed/train/two_up_inverted/6ee4e7eb-0583-4109-8d78-1d64a658d9cb.jpg,0,stop_inverted,two_up_inverted,False,613109bd5627,600092958d32,45.0234375
data/processed/test/stop_inverted/90978d68-4f21-4a16-865a-b81023b58c1e.jpg,data/processed/train/one/4f814aa2-d6e2-45eb-8deb-0f6346514e19.jpg,0,stop_inverted,one,False,073ac29f806d,99adfae051b7,48.6923828125
data/processed/test/stop_inverted/93e58130-94f4-4766-b208-317110b96996.jpg,data/processed/train/two_up/a0214f6c-cc48-4cc3-b805-799fb85657f2.jpg,0,stop_inverted,two_up,False,9ea7587a939c,633188e395f3,61.986328125
data/processed/test/stop_inverted/9db064d4-29fa-4ac6-84ab-b069ba444556.jpg,data/processed/train/stop/f9ba8049-00f3-49eb-8eb5-d5ada4d7e59f.jpg,0,stop_inverted,stop,False,216bf9c35128,e711d3bf230e,31.1201171875
data/processed/test/stop_inverted/a6e6d00c-c2a4-4a94-9351-b0b5a0c04638.jpg,data/processed/train/four/7e80914c-2f15-4ae2-981e-d35ddeffdb99.jpg,0,stop_inverted,four,False,cfbed58d0350,42cd5a7a6042,97.291015625
data/processed/test/stop_inverted/a6e6d00c-c2a4-4a94-9351-b0b5a0c04638.jpg,data/processed/train/palm/5506b87e-3dda-4577-823f-a25696c3e560.jpg,0,stop_inverted,palm,False,cfbed58d0350,eb75bcc24de2,37.853515625
